long,lat,Timestamp,Severity
103.75095193024914,1.4194527754847128,2023-07-12 00:06:00,6
103.78521847977078,1.3475166804470002,2023-05-29 18:05:00,9
103.71394910419755,1.3713893482223636,2023-10-04 12:43:00,10
103.82211356613222,1.4414019405800018,2023-04-07 11:50:00,4
103.91388521020413,1.3103395251484928,2023-10-05 19:19:00,10
103.91913913697874,1.3571985170371335,2023-06-13 15:28:00,1
103.8177542537655,1.3940052275451522,2023-06-18 10:47:00,6
103.75817399462547,1.3905084676166652,2023-01-26 10:02:00,2
103.79630862558561,1.4108448352155143,2023-09-06 21:54:00,6
103.92625165177319,1.3797691327226373,2023-08-21 20:21:00,7
103.72387169980288,1.4080500273220617,2023-11-29 03:31:00,1
103.76091749418997,1.334647973393778,2023-03-18 22:44:00,7
103.92878905689535,1.3980740138409022,2023-10-09 06:04:00,7
103.93803163718147,1.3270424415542525,2023-05-16 20:52:00,10
103.98282367542853,1.3599260162400413,2023-02-04 07:44:00,3
103.77804408652042,1.2884405664348908,2023-01-07 00:41:00,4
103.68097285750493,1.3505519959678338,2023-07-13 11:21:00,4
103.7877371571934,1.3629545153024378,2023-02-15 22:24:00,5
103.84171056124562,1.2760062815429645,2023-07-16 13:17:00,6
103.804849305642,1.3616958595778241,2023-05-29 12:11:00,5
103.69991211526228,1.3788905829790252,2023-07-20 22:35:00,3
103.92122623695327,1.346187742018394,2023-07-06 18:11:00,9
103.72845746909414,1.3778571635744261,2023-03-20 12:49:00,10
103.84841584769646,1.2798710428026512,2023-05-16 14:04:00,3
103.84268322645451,1.3889573056993423,2023-03-16 15:37:00,10
103.93289878842272,1.3543898668898198,2023-06-02 22:26:00,10
103.7413984158932,1.33825689557142,2023-09-27 10:07:00,5
103.9228119778688,1.3829095597441414,2023-11-15 02:34:00,4
103.76881343581486,1.3520703472575826,2023-11-18 15:23:00,10
103.9928959235547,1.3604418074505087,2023-09-28 11:27:00,3
103.86177274131724,1.2841374621378288,2023-03-16 09:02:00,7
103.70733481517422,1.3598663254977787,2023-01-08 22:18:00,6
103.77388437974516,1.3614748952293396,2023-10-02 13:00:00,5
103.83156060652526,1.428324281936829,2023-12-27 06:27:00,1
103.96589777515827,1.3468736388039555,2023-09-12 23:37:00,8
103.68330038303314,1.3518488419982666,2023-05-18 07:13:00,1
103.7011738621563,1.3343865195056202,2023-08-11 03:30:00,6
103.75024480689619,1.3414994661402186,2023-06-07 11:25:00,1
103.91682516297251,1.3682553537491315,2023-03-24 18:01:00,2
103.78681660649443,1.386426078758724,2023-05-17 19:02:00,2
103.98020169659237,1.379863739311438,2023-04-10 10:30:00,1
103.84503384381178,1.3097166452522266,2023-07-10 02:50:00,3
103.6539100463749,1.3447273418830759,2023-12-22 12:07:00,3
103.7977794214913,1.341656003730257,2023-09-03 22:49:00,1
103.90698514503447,1.309824216958181,2023-07-09 14:08:00,2
103.87074779326703,1.3768424227861573,2023-06-21 07:19:00,5
103.83357698952982,1.316618684710902,2023-04-02 20:01:00,3
103.8126485839719,1.317889462960653,2023-11-17 11:46:00,6
103.70573028810966,1.3675661543270399,2023-07-30 12:29:00,7
103.8281647339731,1.4331765027006493,2023-02-02 02:56:00,1
103.90355149033668,1.3546570231306836,2023-07-01 05:22:00,9
103.83505949042102,1.3106584573990516,2023-02-19 14:51:00,5
103.90385980715534,1.3210589043249823,2023-01-20 04:06:00,1
103.85243491901502,1.437675075170455,2023-11-24 15:09:00,3
103.97363722428321,1.3506339315320446,2023-04-20 23:18:00,9
103.84699229877074,1.4349421161220373,2023-08-24 10:14:00,6
103.94975712460743,1.3604661694383968,2023-10-29 02:34:00,5
103.68697053819373,1.391362981062459,2023-02-08 00:19:00,2
103.7929175347726,1.3506559788508399,2023-07-20 12:53:00,2
103.78585686656956,1.3153274805586836,2023-01-12 07:54:00,9
103.82523784083757,1.358541257055225,2023-01-30 20:27:00,7
103.70246244935865,1.3290397299714092,2023-11-18 03:07:00,9
103.75933441519777,1.2991107224717213,2023-06-28 05:10:00,5
103.86679936646132,1.3756554757738158,2023-08-29 22:26:00,5
103.71312465509135,1.3921283546980099,2023-10-27 12:44:00,4
103.83403336780204,1.2691862797680606,2023-12-28 11:50:00,5
103.68994041042608,1.3093962216780486,2023-06-17 13:43:00,6
103.89740965786369,1.3414804982064628,2023-11-10 18:32:00,9
103.81647428827631,1.3113283770480113,2023-09-11 08:20:00,10
103.97721373229042,1.3531385517362955,2023-02-01 01:59:00,3
103.70487100968197,1.3333416730336949,2023-01-19 14:27:00,9
103.84408953295447,1.3398643226692908,2023-07-28 16:59:00,9
103.95122602626189,1.3921414854849725,2023-04-30 13:49:00,3
103.80854101739538,1.3219122430648234,2023-06-08 15:30:00,7
103.88702371410004,1.364471655006098,2023-04-17 09:53:00,10
103.86445818811823,1.3117936996239696,2023-04-27 05:21:00,1
103.86044683357768,1.3564873591434903,2023-02-24 22:27:00,5
103.6908448432127,1.3964602988140649,2023-08-17 11:02:00,5
103.65023032174626,1.3250962804341582,2023-07-12 16:23:00,3
103.7266855001899,1.4288989114283435,2023-09-20 05:32:00,7
103.94430565959597,1.345804731309879,2023-06-26 14:44:00,1
103.66289242786486,1.3399001243920845,2023-04-16 20:55:00,8
103.86452717803806,1.4157778358780269,2023-02-02 08:41:00,6
103.79853741979085,1.3356986708480767,2023-03-27 04:05:00,8
103.81732047834393,1.2865901254324232,2023-07-23 20:03:00,7
103.84384809132585,1.3547631971730831,2023-06-04 10:33:00,10
103.96669404386223,1.362926995189234,2023-03-04 03:09:00,8
103.75585168697839,1.4059900146180613,2023-04-05 08:11:00,4
103.70807060212965,1.329906158141703,2023-04-04 08:55:00,8
103.73987273694566,1.4055229257412873,2023-06-19 02:52:00,9
103.67020383797627,1.3295056915642631,2023-12-14 16:36:00,3
103.74672671947974,1.3055668917330867,2023-04-14 14:55:00,5
103.66822994693806,1.3689039814044226,2023-05-23 21:03:00,9
103.72322339480463,1.4138794717165324,2023-07-29 11:44:00,9
103.8149144963707,1.351732032102425,2023-11-27 14:06:00,4
103.7481790343649,1.401988795379713,2023-01-16 09:07:00,5
103.76133303360407,1.390808643501942,2023-12-20 05:32:00,9
